DRI Number,Project Name,Current Status,Contains 'data center'?,Water Usage,Data Center?,Cleaned Water Usage Data
1238,"Etowah River Tract, South 238 acres",Completed,0,.12,TBD,.12
1237,Johnson Ferry East Redevelopment,Completed,0,0.213 mgd,TBD,0.213
1236,Toccoa Falls Estates,Completed,0,.0282 mgd,TBD,.0282
1235,Brickstore Sewer Package Plant,Terminated,0,No water data,TBD,No water data
1233,Hathcock,Withdrawn,0,0.126 mgd (270 gallons per day for each home),TBD,0.126
1232,"Newell Recycling, LLC - Community Recycling Center",Completed,0,less than 1mgd,TBD,less than 1mgd
1231,The Lakes at Spring Bluff,Withdrawn,0,No water data,TBD,No water data
1230,Lake Oconee Village,Completed,0,0.57 mgd,TBD,0.57
1229,Post Allen Plaza,Completed,0,0.2 mgd,TBD,0.2
1228,Flying J Travel Plaza,Withdrawn,0,No water data,TBD,No water data
1227,Talking Rock Golf Club,Completed,0,.21,TBD,.21
1226,Fairmont on the Park,Withdrawn,0,No water data,TBD,No water data
1225,Heatherstone Village,Completed,0,0.113 mgd,TBD,0.113
1224,Cook County Airport Runway Extension,Terminated,0,0,TBD,0
1223,Satilla Forest,Completed,0,1.2 mgd (developer estimated),TBD,1.2
1222,THE GROVES - BATEMAN FARMS,Completed,0,"288,000",TBD,"288,000"
1221,Ridgeview Park,Completed,0,240,TBD,240
1220,Canton West,Withdrawn,0,No water data,TBD,No water data
1219,Canton West,Withdrawn,0,No water data,TBD,No water data
1218,Canton West,Withdrawn,0,No water data,TBD,No water data
1217,Canton West,Withdrawn,0,No water data,TBD,No water data
1216,Canton West,Withdrawn,0,No water data,TBD,No water data
1215,Canton West,Withdrawn,0,No water data,TBD,No water data
1214,Canton West,Withdrawn,0,No water data,TBD,No water data
1213,Canton West,Withdrawn,0,No water data,TBD,No water data
1212,Canton West,Completed,0,1.05 mgd,TBD,1.05
1211,,Completed,0,0.105 mgd,TBD,0.105
1210,McClure Industrial Park,Completed,0,0.5 mgd,TBD,0.5
1209,McClure Industrial Park,Withdrawn,0,No water data,TBD,No water data
1208,McClure Industrial Park,Withdrawn,0,No water data,TBD,No water data
1207,Social Circle Annexation/Mixed Use Business Park,Completed,0,water needs will be addressed as specific projects are determined,TBD,water needs will be addressed as specific projects are determined
1206,Waters Edge,Terminated,0,0.06 mgd,TBD,0.06
1205,Mt. Pleasant,Completed,0,"245,916 gpd (0.245 mgd)",TBD,"245,916 gpd (0.245"
1204,Southern Landing LLC,Completed,0,.132,TBD,.132
1203,LogistiCenter,Completed,0,.01 mgd,TBD,.01
1202,Ellerslie Project,Withdrawn,0,No water data,TBD,No water data
1201,Sanctuary at Lake Tobesofkee,Completed,0,0.18,TBD,0.18
1200,Lanier Golf Club,Completed,0,0.25 mgd,TBD,0.25
1199,"Mountain View Estates (Ruby-Forest, Inc.)",Completed,0,.1709 mgd,TBD,.1709
1198,Fraser Master Plan,Completed,0,0.34 mgd,TBD,0.34
1197,Claude Dryden and Paul Zechman,Completed,0,0.30 mgd,TBD,0.30
1196,Meriwether Park and other associated Industrial Development,Withdrawn,0,No water data,TBD,No water data
1195,Meriwether Park and other associated Industrial Development,Completed,0,0.2 - 0.5,TBD,0.2 - 0.5
1194,The Reserve on Lake Sinclair,Completed,0,No water data,TBD,No water data
1193,Chesser Island Road MSW Landfill Phase 4,Terminated,0,0.0025 mgd,TBD,0.0025
1192,"Jordan Oaks Subdivision (Ph1, 59 Homes; Ph2, 90 Homes; Ph3, 117 Homes)",Completed,0,0.09 mgd,TBD,0.09
1191,McIntosh,Completed,0,1.03 mgd,TBD,1.03
1190,"Rinker Materials of Florida, INC",Completed,0,"all process water will be pumped from an old rock quarry, so no off-sitewater for processing is requ",TBD,"all process water will be pumped from an old rock quarry, so no off-sitewater for processing is requ"
1189,"Corridor Materials, LLC",Completed,0,op[erational water consumption will be from wells.  only office & emploee locker rooms will supplied,TBD,op[erational water consumption will be from wells.  only office & emploee locker rooms will supplied
1188,Peachtree Stratford Mixed Use Project (3368 & 3372 Peachtree Road),Completed,0,0.10 mgd,TBD,0.10
1187,Home Depot,Completed,0,0.01 mgd at buildout,TBD,0.01
1186,Willoughby & Sewell Tract,Completed,0,5.05 mgd,TBD,5.05
1185,Hickory Hills,Completed,0,0.068800,TBD,0.068800
1184,West Village - north & central components,Completed,0,0.406,TBD,0.406
1183,Rosehill,Completed,0,1.3 mgd,TBD,1.3
1182,The Place at Gwinnett,Completed,0,0.079 mgd,TBD,0.079
1181,"Tradeport Business Center - 875,000 s.f.",Completed,0,0.0088,TBD,0.0088
1180,Perry Village,Completed,0,0.115 mgd,TBD,0.115
1179,Pinehurst Estates Subdivision,Completed,0,No water data,TBD,No water data
1178,Harris North Business Park,Completed,0,unknown,TBD,unknown
1177,Hunters Ridge North Subdivision,Completed,0,0.05775mgd,TBD,0.05775mgd
1176,"Caldwell Landing, A Lifestyle Community",Withdrawn,0,,TBD,
1174,Buckhead Lakes,Terminated,0,No water data,TBD,No water data
1173,Fox Hollow Estates,Completed,0,"66,000",TBD,"66,000"
1172,79 acres @ Fort Howard Road,Completed,0,,TBD,
1171,Crawford Falls - West,Completed,0,,TBD,
1170,Shadowbrook Phase 4 & 5,Completed,0,.066,TBD,.066
1169,"Ramsey Plantation, Phase II",Completed,0,"900,000",TBD,"900,000"
1168,Rice Creek,Completed,0,0.5 mgd,TBD,0.5
1167,Ware County - TriCounty NAMCO MSW Landfill,Terminated,0,.001 mgd,TBD,.001
1166,"Walker Farm, Phase II",Completed,0,0.067 mgd,TBD,0.067
1165,Union Hill Township,Completed,0,0.30 mgd,TBD,0.30
1164,Puritan Place,Completed,0,0.049,TBD,0.049
1163,Project Lucky,Completed,0,"1,250,000 mgpd",TBD,"1,250,000"
1162,Diamond C Ranch,Completed,0,.65 mgd,TBD,.65
1161,Northeast Developers Tract,Completed,0,0.17 mgd,TBD,0.17
1160,Durango Paper Mill Project,Completed,0,1.3 mgd,TBD,1.3
1159,Gateway 75 Industrial Park,Completed,0,0.0175,TBD,0.0175
1158,Osprey Cove Phase IV,Completed,0,.072 mgd,TBD,.072
1157,Crossgate Subdivision,Completed,0,0.035 -0.039 mgd,TBD,0.035 -0.039
1156,Frank Satterfield Wastewater Treatment Plant Improvements,Completed,0,0,TBD,0
1155,Asian Village Atlanta,Withdrawn,0,No water data,TBD,No water data
